Model,FPR,TPR
Logistic Regression,0.18005808325266215,0.679144385026738
Logistic Regression,0.18780251694094868,0.679144385026738
Logistic Regression,0.18780251694094868,0.6818181818181818
Logistic Regression,0.1887705711519845,0.6818181818181818
Logistic Regression,0.1887705711519845,0.6844919786096256
Logistic Regression,0.19554695062923524,0.6844919786096256
Logistic Regression,0.19554695062923524,0.6871657754010695
Logistic Regression,0.19748305905130686,0.6871657754010695
Logistic Regression,0.19748305905130686,0.6898395721925134
Logistic Regression,0.20038722168441434,0.6898395721925134
Logistic Regression,0.20038722168441434,0.6951871657754011
Logistic Regression,0.20522749273959343,0.6951871657754011
Logistic Regression,0.20522749273959343,0.6978609625668449
Logistic Regression,0.20619554695062922,0.6978609625668449
Logistic Regression,0.20619554695062922,0.7032085561497327
Logistic Regression,0.21006776379477252,0.7032085561497327
Logistic Regression,0.21006776379477252,0.7058823529411765
Logistic Regression,0.21200387221684414,0.7058823529411765
Logistic Regression,0.21200387221684414,0.7085561497326203
Logistic Regression,0.21393998063891578,0.7085561497326203
Logistic Regression,0.21393998063891578,0.7112299465240641
Logistic Regression,0.2158760890609874,0.7112299465240641
Logistic Regression,0.2158760890609874,0.713903743315508
Logistic Regression,0.21878025169409487,0.713903743315508
Logistic Regression,0.21878025169409487,0.7219251336898396
Logistic Regression,0.2207163601161665,0.7219251336898396
Logistic Regression,0.2207163601161665,0.7272727272727273
Logistic Regression,0.22168441432720232,0.7272727272727273
Logistic Regression,0.22168441432720232,0.7299465240641712
Logistic Regression,0.22362052274927396,0.7299465240641712
Logistic Regression,0.22362052274927396,0.7379679144385026
Logistic Regression,0.22555663117134558,0.7379679144385026
Logistic Regression,0.22555663117134558,0.7459893048128342
Logistic Regression,0.2265246853823814,0.7459893048128342
Logistic Regression,0.2265246853823814,0.7486631016042781
Logistic Regression,0.22749273959341723,0.7486631016042781
Logistic Regression,0.22749273959341723,0.7513368983957219
Logistic Regression,0.24007744433688286,0.7513368983957219
Logistic Regression,0.24007744433688286,0.7540106951871658
Logistic Regression,0.24298160696999033,0.7540106951871658
Logistic Regression,0.24298160696999033,0.7566844919786097
Logistic Regression,0.24975798644724104,0.7566844919786097
Logistic Regression,0.24975798644724104,0.7620320855614974
Logistic Regression,0.2536302032913843,0.7620320855614974
Logistic Regression,0.2536302032913843,0.7700534759358288
Logistic Regression,0.2623426911907067,0.7700534759358288
Logistic Regression,0.2623426911907067,0.7727272727272727
Logistic Regression,0.26621490803484993,0.7727272727272727
