customerID,Feature,SHAP Value,Impact
8091-TTVAX,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
0280-XJGEX,numeric__tenure,-0.5821983197554167,Decreases Risk
0280-XJGEX,numeric__MonthlyCharges,-0.5205289575719361,Decreases Risk
0280-XJGEX,numeric__LongTermContract,0.4232349854753623,Increases Risk
0280-XJGEX,numeric__TotalCharges,0.36750538940854055,Increases Risk
0280-XJGEX,numeric__TotalServices,0.3395250342572659,Increases Risk
5129-JLPIS,numeric__MonthlyCharges,-0.5449125602219856,Decreases Risk
5129-JLPIS,numeric__LongTermContract,0.4232349854753623,Increases Risk
5129-JLPIS,numeric__TotalServices,0.3395250342572659,Increases Risk
5129-JLPIS,numeric__tenure,0.3257132899996191,Increases Risk
5129-JLPIS,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
3655-SNQYZ,numeric__tenure,-1.3387913278846133,Decreases Risk
3655-SNQYZ,numeric__TotalCharges,0.7632187008417852,Increases Risk
3655-SNQYZ,numeric__MonthlyCharges,-0.6498975160763664,Decreases Risk
3655-SNQYZ,numeric__TotalServices,0.5977189766582286,Increases Risk
3655-SNQYZ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8191-XWSZG,numeric__tenure,-0.6956872709747962,Decreases Risk
8191-XWSZG,numeric__MonthlyCharges,0.6045033758095237,Increases Risk
8191-XWSZG,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8191-XWSZG,numeric__TotalServices,-0.30595982174514075,Decreases Risk
8191-XWSZG,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
9959-WOFKT,numeric__tenure,-1.4144506286975331,Decreases Risk
9959-WOFKT,numeric__TotalCharges,0.6922246446883981,Increases Risk
9959-WOFKT,numeric__MonthlyCharges,-0.5611682953220188,Decreases Risk
9959-WOFKT,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
9959-WOFKT,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
4190-MFLUW,numeric__tenure,0.8931580460965166,Increases Risk
4190-MFLUW,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4190-MFLUW,numeric__LongTermContract,0.4232349854753623,Increases Risk
4190-MFLUW,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
4190-MFLUW,numeric__TotalCharges,-0.2564713223026353,Decreases Risk
4183-MYFRB,numeric__tenure,0.47703189162545845,Increases Risk
4183-MYFRB,numeric__LongTermContract,0.4232349854753623,Increases Risk
4183-MYFRB,numeric__MonthlyCharges,-0.33561997080905903,Decreases Risk
4183-MYFRB,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4183-MYFRB,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
8779-QRDMV,numeric__tenure,1.233624899754655,Increases Risk
8779-QRDMV,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8779-QRDMV,numeric__LongTermContract,0.4232349854753623,Increases Risk
8779-QRDMV,numeric__MonthlyCharges,0.3471209033923325,Increases Risk
8779-QRDMV,numeric__TotalCharges,-0.3241156881481419,Decreases Risk
1680-VDCWW,numeric__tenure,0.817498745283597,Increases Risk
1680-VDCWW,numeric__MonthlyCharges,0.6160178548387139,Increases Risk
1680-VDCWW,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
1680-VDCWW,numeric__TotalServices,-0.30595982174514075,Decreases Risk
1680-VDCWW,numeric__TotalCharges,-0.3016090912861011,Decreases Risk
1066-JKSGK,numeric__tenure,1.233624899754655,Increases Risk
1066-JKSGK,numeric__MonthlyCharges,0.6112765987678709,Increases Risk
1066-JKSGK,numeric__LongTermContract,0.4232349854753623,Increases Risk
1066-JKSGK,numeric__TotalCharges,-0.3268148187681284,Decreases Risk
1066-JKSGK,numeric__TotalServices,-0.30595982174514075,Decreases Risk
3638-WEABW,numeric__tenure,-0.9226651734135551,Decreases Risk
3638-WEABW,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3638-WEABW,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
3638-WEABW,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3638-WEABW,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6322-HRPFA,numeric__tenure,-0.5821983197554167,Decreases Risk
6322-HRPFA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
6322-HRPFA,numeric__LongTermContract,0.4232349854753623,Increases Risk
6322-HRPFA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6322-HRPFA,categorical__Dependents_Yes,-0.16823055082114838,Decreases Risk
6865-JZNKO,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
6865-JZNKO,numeric__LongTermContract,0.4232349854753623,Increases Risk
6865-JZNKO,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6865-JZNKO,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
6865-JZNKO,numeric__HasOnlineSecurity,-0.16549751962873324,Decreases Risk
6467-CHFZW,numeric__tenure,-0.5065390189424971,Decreases Risk
6467-CHFZW,numeric__MonthlyCharges,-0.4616019178343158,Decreases Risk
6467-CHFZW,numeric__LongTermContract,0.4232349854753623,Increases Risk
6467-CHFZW,numeric__TotalCharges,0.32775896081730405,Increases Risk
6467-CHFZW,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8665-UTDHZ,numeric__tenure,1.233624899754655,Increases Risk
8665-UTDHZ,numeric__MonthlyCharges,0.4751348173050933,Increases Risk
8665-UTDHZ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8665-UTDHZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
8665-UTDHZ,numeric__TotalCharges,-0.3254237283716739,Decreases Risk
5248-YGIJN,numeric__tenure,-1.4522802791039928,Decreases Risk
5248-YGIJN,numeric__TotalServices,0.5977189766582286,Increases Risk
5248-YGIJN,numeric__TotalCharges,0.5520359527949477,Increases Risk
5248-YGIJN,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5248-YGIJN,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8773-HHUOZ,numeric__tenure,0.6283504932512978,Increases Risk
8773-HHUOZ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8773-HHUOZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
8773-HHUOZ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8773-HHUOZ,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
3841-NFECX,numeric__tenure,-1.4144506286975331,Decreases Risk
3841-NFECX,numeric__TotalCharges,0.6070566923562098,Increases Risk
3841-NFECX,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3841-NFECX,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3841-NFECX,numeric__MonthlyCharges,-0.420962580084233,Decreases Risk
4929-XIHVW,numeric__tenure,1.1957952493481951,Increases Risk
4929-XIHVW,numeric__LongTermContract,0.4232349854753623,Increases Risk
4929-XIHVW,numeric__MonthlyCharges,-0.4094481010550429,Decreases Risk
4929-XIHVW,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
4929-XIHVW,numeric__TotalCharges,-0.3044604805564457,Decreases Risk
6827-IEAUQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
6827-IEAUQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
6827-IEAUQ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6827-IEAUQ,numeric__tenure,0.25005398918669947,Increases Risk
6827-IEAUQ,numeric__TotalServices,0.21042806305678455,Increases Risk
7310-EGVHZ,numeric__tenure,1.233624899754655,Increases Risk
7310-EGVHZ,numeric__MonthlyCharges,0.610599276472036,Increases Risk
7310-EGVHZ,numeric__LongTermContract,0.4232349854753623,Increases Risk
7310-EGVHZ,numeric__TotalCharges,-0.3268078979203849,Decreases Risk
7310-EGVHZ,numeric__TotalServices,-0.30595982174514075,Decreases Risk
3413-BMNZE,numeric__tenure,1.233624899754655,Increases Risk
3413-BMNZE,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
3413-BMNZE,numeric__LongTermContract,0.4232349854753623,Increases Risk
3413-BMNZE,numeric__TotalCharges,-0.3233405532008638,Decreases Risk
3413-BMNZE,numeric__TotalServices,-0.30595982174514075,Decreases Risk
6234-RAAPL,numeric__tenure,-1.4522802791039928,Decreases Risk
6234-RAAPL,numeric__TotalCharges,0.6741543112299758,Increases Risk
6234-RAAPL,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
6234-RAAPL,numeric__MonthlyCharges,-0.4690524630884978,Decreases Risk
6234-RAAPL,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
6047-YHPVI,numeric__tenure,1.0823062981288156,Increases Risk
6047-YHPVI,numeric__LongTermContract,0.4232349854753623,Increases Risk
6047-YHPVI,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6047-YHPVI,numeric__TotalServices,-0.30595982174514075,Decreases Risk
6047-YHPVI,numeric__TotalCharges,-0.2857395874101294,Decreases Risk
6572-ADKRS,numeric__tenure,-0.4687093685360372,Decreases Risk
6572-ADKRS,numeric__LongTermContract,0.4232349854753623,Increases Risk
6572-ADKRS,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
6572-ADKRS,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
6572-ADKRS,numeric__TotalServices,-0.17686285054465942,Decreases Risk
5380-WJKOV,numeric__MonthlyCharges,-0.5564270392511758,Decreases Risk
5380-WJKOV,numeric__LongTermContract,0.4232349854753623,Increases Risk
5380-WJKOV,numeric__TotalServices,0.3395250342572659,Increases Risk
5380-WJKOV,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5380-WJKOV,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
8168-UQWWF,numeric__tenure,0.8553283956900568,Increases Risk
8168-UQWWF,numeric__MonthlyCharges,-0.44128224895927437,Decreases Risk
8168-UQWWF,numeric__LongTermContract,0.4232349854753623,Increases Risk
8168-UQWWF,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8168-UQWWF,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
8865-TNMNX,numeric__tenure,0.8931580460965166,Increases Risk
8865-TNMNX,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8865-TNMNX,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
8865-TNMNX,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8865-TNMNX,numeric__TotalCharges,-0.2637589749765987,Decreases Risk
9489-DEDVP,numeric__tenure,-1.3766209782910732,Decreases Risk
9489-DEDVP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
9489-DEDVP,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
9489-DEDVP,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
9489-DEDVP,numeric__TotalCharges,0.3448119296574237,Increases Risk
9867-JCZSP,numeric__tenure,0.6283504932512978,Increases Risk
9867-JCZSP,numeric__MonthlyCharges,0.6031487312178543,Increases Risk
9867-JCZSP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
9867-JCZSP,numeric__TotalServices,-0.30595982174514075,Decreases Risk
9867-JCZSP,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
4671-VJLCL,numeric__tenure,-1.1118134254458545,Decreases Risk
4671-VJLCL,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4671-VJLCL,numeric__TotalServices,0.46862200545774724,Increases Risk
4671-VJLCL,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4671-VJLCL,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
4080-IIARD,numeric__tenure,0.7796690948771372,Increases Risk
4080-IIARD,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4080-IIARD,numeric__LongTermContract,0.4232349854753623,Increases Risk
4080-IIARD,numeric__TotalServices,0.3395250342572659,Increases Risk
4080-IIARD,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
3714-NTNFO,numeric__tenure,-0.5821983197554167,Decreases Risk
3714-NTNFO,numeric__LongTermContract,0.4232349854753623,Increases Risk
3714-NTNFO,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
3714-NTNFO,numeric__MonthlyCharges,-0.26043719597140585,Decreases Risk
3714-NTNFO,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
5948-UJZLF,numeric__tenure,1.1957952493481951,Increases Risk
5948-UJZLF,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
5948-UJZLF,numeric__LongTermContract,0.4232349854753623,Increases Risk
5948-UJZLF,numeric__TotalCharges,-0.3161774757862843,Decreases Risk
5948-UJZLF,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
7760-OYPDY,numeric__tenure,1.1957952493481951,Increases Risk
7760-OYPDY,numeric__LongTermContract,0.4232349854753623,Increases Risk
7760-OYPDY,numeric__TotalCharges,-0.30965111636411197,Decreases Risk
7760-OYPDY,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7760-OYPDY,categorical__LifecycleSegment_New,0.2578773218699952,Increases Risk
7639-LIAYI,numeric__tenure,-0.6956872709747962,Decreases Risk
7639-LIAYI,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
7639-LIAYI,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
7639-LIAYI,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
7639-LIAYI,numeric__TotalServices,0.3395250342572659,Increases Risk
2954-PIBKO,numeric__tenure,-1.3387913278846133,Decreases Risk
2954-PIBKO,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
2954-PIBKO,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
2954-PIBKO,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
2954-PIBKO,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
8012-SOUDQ,numeric__LongTermContract,0.4232349854753623,Increases Risk
8012-SOUDQ,numeric__tenure,-0.3552204173166578,Decreases Risk
8012-SOUDQ,numeric__MonthlyCharges,-0.33832925999239793,Decreases Risk
8012-SOUDQ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8012-SOUDQ,numeric__HighValueCustomer,-0.23472992356670408,Decreases Risk
9420-LOJKX,numeric__tenure,0.7040097940642175,Increases Risk
9420-LOJKX,numeric__MonthlyCharges,-0.45821530635514224,Decreases Risk
9420-LOJKX,numeric__LongTermContract,0.4232349854753623,Increases Risk
9420-LOJKX,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
9420-LOJKX,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
6575-SUVOI,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
6575-SUVOI,numeric__LongTermContract,0.4232349854753623,Increases Risk
6575-SUVOI,numeric__tenure,0.3257132899996191,Increases Risk
6575-SUVOI,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
6575-SUVOI,numeric__TotalServices,0.21042806305678455,Increases Risk
7495-OOKFY,numeric__tenure,0.9688173469094362,Increases Risk
7495-OOKFY,numeric__LongTermContract,0.4232349854753623,Increases Risk
7495-OOKFY,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7495-OOKFY,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
7495-OOKFY,numeric__TotalCharges,-0.24194446288891336,Decreases Risk
4667-QONEA,numeric__tenure,-0.9983244742264749,Decreases Risk
4667-QONEA,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
4667-QONEA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
4667-QONEA,numeric__TotalServices,0.3395250342572659,Increases Risk
4667-QONEA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
1658-BYGOY,numeric__tenure,0.590520842844838,Increases Risk
1658-BYGOY,numeric__LongTermContract,0.4232349854753623,Increases Risk
1658-BYGOY,numeric__MonthlyCharges,-0.4087707787592083,Decreases Risk
1658-BYGOY,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
1658-BYGOY,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
8769-KKTPH,numeric__tenure,-1.1118134254458545,Decreases Risk
8769-KKTPH,numeric__TotalCharges,0.5439731651737061,Increases Risk
8769-KKTPH,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8769-KKTPH,numeric__MonthlyCharges,-0.4656658516093242,Decreases Risk
8769-KKTPH,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5067-XJQFU,numeric__tenure,-1.225302376665234,Decreases Risk
5067-XJQFU,numeric__TotalCharges,0.6498828981933286,Increases Risk
5067-XJQFU,numeric__MonthlyCharges,-0.5848745756762339,Decreases Risk
5067-XJQFU,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5067-XJQFU,numeric__TotalServices,0.46862200545774724,Increases Risk
3957-SQXML,numeric__MonthlyCharges,0.5462536583677382,Increases Risk
3957-SQXML,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3957-SQXML,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3957-SQXML,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
3957-SQXML,numeric__TotalCharges,-0.20581763766755623,Decreases Risk
5954-BDFSG,numeric__tenure,-1.4522802791039928,Decreases Risk
5954-BDFSG,numeric__TotalCharges,0.757481318062378,Increases Risk
5954-BDFSG,numeric__MonthlyCharges,-0.5720054520553742,Decreases Risk
5954-BDFSG,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
5954-BDFSG,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
0434-CSFON,numeric__tenure,-0.5065390189424971,Decreases Risk
0434-CSFON,numeric__MonthlyCharges,-0.4771803306385143,Decreases Risk
0434-CSFON,numeric__LongTermContract,0.4232349854753623,Increases Risk
0434-CSFON,numeric__TotalCharges,0.3219385278649744,Increases Risk
0434-CSFON,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
1215-FIGMP,numeric__tenure,-0.9983244742264749,Decreases Risk
1215-FIGMP,numeric__TotalCharges,0.4248653755071244,Increases Risk
1215-FIGMP,numeric__LongTermContract,0.4232349854753623,Increases Risk
1215-FIGMP,numeric__MonthlyCharges,-0.333588003921555,Decreases Risk
1215-FIGMP,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
0526-SXDJP,numeric__tenure,-1.4522802791039928,Decreases Risk
0526-SXDJP,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0526-SXDJP,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0526-SXDJP,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
0526-SXDJP,numeric__MonthlyCharges,0.31393211089643147,Increases Risk
0557-ASKVU,numeric__tenure,0.590520842844838,Increases Risk
0557-ASKVU,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0557-ASKVU,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
0557-ASKVU,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0557-ASKVU,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5698-BQJOH,numeric__tenure,0.9309876965029763,Increases Risk
5698-BQJOH,numeric__LongTermContract,0.4232349854753623,Increases Risk
5698-BQJOH,numeric__MonthlyCharges,-0.39454701054667923,Decreases Risk
5698-BQJOH,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
5698-BQJOH,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
5122-CYFXA,numeric__tenure,1.1579655989417355,Increases Risk
5122-CYFXA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
5122-CYFXA,numeric__LongTermContract,0.4232349854753623,Increases Risk
5122-CYFXA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
5122-CYFXA,numeric__TotalCharges,-0.2958163417247455,Decreases Risk
8627-ZYGSZ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
8627-ZYGSZ,numeric__tenure,-0.5065390189424971,Decreases Risk
8627-ZYGSZ,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
8627-ZYGSZ,categorical__LifecycleSegment_Mature,-0.20467619219910158,Decreases Risk
8627-ZYGSZ,categorical__Contract_One year,0.1859641625614205,Increases Risk
3410-YOQBQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3410-YOQBQ,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
3410-YOQBQ,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3410-YOQBQ,numeric__TotalServices,0.3395250342572659,Increases Risk
3410-YOQBQ,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
3170-NMYVV,numeric__tenure,-0.6200279701618766,Decreases Risk
3170-NMYVV,numeric__MonthlyCharges,0.6112765987678709,Increases Risk
3170-NMYVV,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
3170-NMYVV,categorical__Contract_Two year,-0.4226303055741214,Decreases Risk
3170-NMYVV,numeric__TotalServices,-0.30595982174514075,Decreases Risk
7410-OIEDU,numeric__tenure,0.8931580460965166,Increases Risk
7410-OIEDU,numeric__LongTermContract,0.4232349854753623,Increases Risk
7410-OIEDU,categorical__InternetService_Fiber optic,0.30869540791459665,Increases Risk
7410-OIEDU,categorical__LifecycleSegment_Growing,-0.25297391394948865,Decreases Risk
7410-OIEDU,numeric__TotalCharges,-0.20677963550391035,Decreases Risk
2273-QCKXA,numeric__tenure,1.233624899754655,Increases Risk
2273-QCKXA,categorical__InternetService_DSL,-0.45357938999927366,Decreases Risk
2273-QCKXA,numeric__LongTermContract,0.4232349854753623,Increases Risk
2273-QCKXA,numeric__TotalCharges,-0.3228145687723536,Decreases Risk
2273-QCKXA,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
0731-EBJQB,numeric__tenure,-0.6956872709747962,Decreases Risk
0731-EBJQB,numeric__MonthlyCharges,0.6078899872886973,Increases Risk
0731-EBJQB,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
0731-EBJQB,numeric__TotalServices,-0.30595982174514075,Decreases Risk
0731-EBJQB,categorical__InternetService_Fiber optic,-0.29658970564343595,Decreases Risk
1891-QRQSA,numeric__tenure,-1.1496430758523144,Decreases Risk
1891-QRQSA,numeric__TotalCharges,0.6530180422211589,Increases Risk
1891-QRQSA,numeric__MonthlyCharges,-0.6275458803138207,Decreases Risk
1891-QRQSA,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
1891-QRQSA,numeric__TotalServices,0.46862200545774724,Increases Risk
8028-PNXHQ,numeric__tenure,-1.0739837750393946,Decreases Risk
8028-PNXHQ,numeric__MonthlyCharges,0.5557361705094243,Increases Risk
8028-PNXHQ,numeric__LongTermContract,-0.5172872044698874,Decreases Risk
